Apple iPhone X 64GB Silver Original Box Packaging Only, https://www.ebay.com/itm/Apple-iPhone-X-64GB-Silver-Original-Box-Packaging-Only/173182660014?hash=item28527dadae:g:zk8AAOSwbPValJ3t, '$15.00', 'Shipping not specified'
Apple iPhone X - 256GB - Space Gray (Unlocked) A1865 (CDMA + GSM), https://www.ebay.com/itm/Apple-iPhone-X-256GB-Space-Gray-Unlocked-A1865-CDMA-GSM/282863327758?epid=240420150&hash=item41dbf7da0e:g:XiQAAOSwEEBaS66m, '$1 195.00', 'Shipping not specified'
Apple iPhone X - 64GB - Space Gray (Unlocked) A1865 (CDMA + GSM), https://www.ebay.com/itm/Apple-iPhone-X-64GB-Space-Gray-Unlocked-A1865-CDMA-GSM/273086779007?epid=240377072&hash=item3f953d8e7f:g:d38AAOSwlMpalKNZ, '$900.00', 'Shipping not specified'
Apple iPhone X - 64GB - Silver (Sprint) - Bad ESN - WORKS, https://www.ebay.com/itm/Apple-iPhone-X-64GB-Silver-Sprint-Bad-ESN-WORKS/142702097189?epid=239054330&hash=item2139b53325:g:BMEAAOSwojlakqK5, '$700.00', 'Shipping not specified'
Apple iPhone X - 64GB - Silver Bad Esn (T-Mobile) A1901 (GSM), https://www.ebay.com/itm/Apple-iPhone-X-64GB-Silver-Bad-Esn-T-Mobile-A1901-GSM/142702106411?epid=239099127&hash=item2139b5572b:g:NL4AAOSwwI1akqUY, '$545.00', 'Shipping not specified'
UNOPENED Apple iPhone X - 64GB - Space Gray (Unlocked), https://www.ebay.com/itm/UNOPENED-Apple-iPhone-X-64GB-Space-Gray-Unlocked/222853384872?epid=240377072&hash=item33e318caa8:g:0nkAAOSwhrRah2s9, '$1 025.00', 'Shipping not specified'
Apple iPhone X - 64GB - Silver (AT&T) A1901 (GSM), https://www.ebay.com/itm/Apple-iPhone-X-64GB-Silver-AT-T-A1901-GSM/112838894910?epid=239054160&hash=item1a45b8e53e:g:kG8AAOSwIFtaE~no, '$700.00', 'Shipping not specified'
New Apple iPhone X 64GB Gray Factory Unlocked Verizon Wireless, https://www.ebay.com/itm/New-Apple-iPhone-X-64GB-Gray-Factory-Unlocked-Verizon-Wireless/253454129200?epid=240377072&hash=item3b030b1830:g:9UAAAOSwFyhaFXZJ, '$969.89', '+$85.00 shipping'
iPhone X 64GB Silver Unlocked and Apple Watch Series 1 Silver, https://www.ebay.com/itm/iPhone-X-64GB-Silver-Unlocked-and-Apple-Watch-Series-1-Silver/222847328407?hash=item33e2bc6097:g:gQoAAOSwNURai1j0, '$1 009.99', 'Shipping not specified'
Apple iPhone X - 64GB - Silver (Sprint) A1865 (CDMA + GSM) BAD ESN, https://www.ebay.com/itm/Apple-iPhone-X-64GB-Silver-Sprint-A1865-CDMA-GSM-BAD-ESN/202241917254?epid=239054330&hash=item2f168ec146:g:kQ0AAOSwqWtalIpJ, '$649.95', 'Shipping not specified'
Apple iPhone X (64gb) Space Gray, https://www.ebay.com/itm/Apple-iPhone-X-64gb-Space-Gray/282854651871?epid=239009532&hash=item41db7377df:g:XA0AAOSwoddai1RZ, '$880.00', 'Shipping not specified'
Apple iPhone X - 256GB - Space Gray (Unlocked) A1865 BRAND NEW!, https://www.ebay.com/itm/Apple-iPhone-X-256GB-Space-Gray-Unlocked-A1865-BRAND-NEW/192462828903?epid=240420150&hash=item2ccfadb567:g:mMsAAOSwqvNajbzf, '$1 121.00', '+$250.00 shipping'
Apple iPhone X 64GB GSM Unlocked Space Gray Smartphone, https://www.ebay.com/itm/Apple-iPhone-X-64GB-GSM-Unlocked-Space-Gray-Smartphone/222857732379?hash=item33e35b211b:g:f30AAOSwL2NalGVd, '$899.99', 'Shipping not specified'
Apple iPhone X - 64GB - (Verizon) A1865 (CDMA + GSM) Read*****, https://www.ebay.com/itm/Apple-iPhone-X-64GB-Verizon-A1865-CDMA-GSM-Read/162918925534?epid=239092975&hash=item25eeb984de:g:10cAAOSwRCpakzq8, '$455.00', 'Shipping not specified'
Apple iPhone X - 256GB - Silver - AT&T, https://www.ebay.com/itm/Apple-iPhone-X-256GB-Silver-AT-T/323100587248?epid=239086269&hash=item4b3a4bb4f0:g:SSUAAOSwx4ZajkeD, '$990.00', 'Shipping not specified'
Factory sealed Apple iPhone X - 256GB - Space Gray (Unlocked) A1865 w/ warranty!, https://www.ebay.com/itm/Factory-sealed-Apple-iPhone-X-256GB-Space-Gray-Unlocked-A1865-w-warranty/132511165669?epid=240420150&hash=item1eda47ece5:g:2aYAAOSw7OVai03y, '$1 135.00', 'Shipping not specified'
iPhone X 64gb Space Gray Unlocked Box/Accessorie, s only, https://www.ebay.com/itm/iPhone-X-64gb-Space-Gray-Unlocked-Box-Accessories-only/263518593291?hash=item3d5aeea10b:g:CSEAAOSw0ZJak4Vh, '$800.00', '+$47.50 shipping'
Apple iPhone X 256GB Space Gray Used Verizon, https://www.ebay.com/itm/Apple-iPhone-X-256GB-Space-Gray-Used-Verizon/122989681648?epid=239068454&hash=item1ca2c19bf0:g:m0EAAOSwJdtalDaN, '$810.00', 'Shipping not specified'
NEW Apple iPhone X 10 Space Gray 256GB Apple Factory Unlocked GSM + CDMA A1865, https://www.ebay.com/itm/NEW-Apple-iPhone-X-10-Space-Gray-256GB-Apple-Factory-Unlocked-GSM-CDMA-A1865/282863138994?epid=6008037309&hash=item41dbf4f8b2:g:JsgAAOSwA25ahSO9, '$1 160.00', '+$33.25 shipping'
APPLE iPhone X 64GB Silver Global Version BRAND NEW unlocked w/ Purple Otter Box, https://www.ebay.com/itm/APPLE-iPhone-X-64GB-Silver-Global-Version-BRAND-NEW-unlocked-w-Purple-Otter-Box/112819123653?epid=240455169&hash=item1a448b35c5:g:oUEAAOSwi0xaKwRs, '$1 009.99', 'Shipping not specified'
